date,weekday,open,close,high,low,openNow,openNowFake,openForward,OpenM1
2024-04-09,(週二),1.2652,1.2657,1.2709,1.2642,1.2675,1.2621,,1.2675
2024-04-10,(週三),1.2675,1.2528,1.2708,1.2512,1.2535,1.2652,,1.2535
2024-04-11,(週四),1.2535,1.2553,1.2579,1.2511,1.2553,1.2675,,1.2553
2024-04-12,(週五),1.2553,1.2450,1.2559,1.2426,1.2460,1.2535,,1.2460
2024-04-15,(週一),1.2460,1.2437,1.2499,1.2414,1.2442,1.2553,,1.2442
2024-04-16,(週二),1.2442,1.2423,1.2472,1.2405,1.2426,1.2460,,1.2426
2024-04-17,(週三),1.2426,1.2450,1.2482,1.2417,1.2454,1.2442,,1.2454
2024-04-18,(週四),1.2454,1.2435,1.2484,1.2412,1.2438,1.2426,,1.2438
2024-04-19,(週五),1.2438,1.2371,1.2468,1.2367,1.2372,1.2454,,1.2372
2024-04-22,(週一),1.2372,1.2346,1.2392,1.2299,1.2349,1.2438,,1.2349
2024-04-23,(週二),1.2349,1.2435,1.2458,1.2332,1.2448,1.2372,,1.2448
2024-04-24,(週三),1.2448,1.2449,1.2470,1.2422,1.2454,1.2349,,1.2454
2024-04-25,(週四),1.2454,1.2510,1.2526,1.2450,1.2510,1.2448,,1.2510
2024-04-26,(週五),1.2510,1.2493,1.2541,1.2449,1.2500,1.2454,,1.2500
2024-04-29,(週一),1.2500,1.2550,1.2569,1.2499,1.2554,1.2510,,1.2554
2024-04-30,(週二),1.2554,1.2483,1.2564,1.2472,1.2493,1.2500,,1.2493
2024-05-01,(週三),1.2493,1.2514,1.2550,1.2466,1.2517,1.2554,,1.2517
2024-05-02,(週四),1.2517,1.2512,1.2544,1.2472,1.2533,1.2493,,1.2533
2024-05-03,(週五),1.2533,1.2547,1.2635,1.2526,1.2549,1.2517,,1.2549
2024-05-06,(週一),1.2549,1.2556,1.2594,1.2522,1.2549,1.2533,,1.2549
2024-05-07,(週二),1.2549,1.2503,1.2571,1.2492,1.2507,1.2549,,1.2507
2024-05-08,(週三),1.2507,1.2483,1.2511,1.2468,1.2492,1.2549,,1.2492
2024-05-09,(週四),1.2492,1.2509,1.2527,1.2446,1.2519,1.2507,,1.2519
2024-05-10,(週五),1.2519,1.2523,1.2541,1.2502,1.2525,1.2492,,1.2525
2024-05-13,(週一),1.2525,1.2558,1.2569,1.2517,1.2555,1.2519,,1.2555
2024-05-14,(週二),1.2555,1.2578,1.2598,1.2509,1.2586,1.2525,,1.2586
2024-05-15,(週三),1.2586,1.2674,1.2686,1.2583,1.2680,1.2555,,1.2680
2024-05-16,(週四),1.2680,1.2666,1.2701,1.2643,1.2669,1.2586,,1.2669
2024-05-17,(週五),1.2669,1.2700,1.2712,1.2645,1.2701,1.2680,,1.2701
2024-05-20,(週一),1.2701,1.2703,1.2725,1.2679,1.2706,1.2669,,1.2706
2024-05-21,(週二),1.2706,1.2702,1.2727,1.2686,1.2706,1.2701,,1.2706
2024-05-22,(週三),1.2706,1.2716,1.2761,1.2700,1.2716,1.2706,,1.2716
2024-05-23,(週四),1.2716,1.2689,1.2746,1.2678,1.2692,1.2706,,1.2692
2024-05-24,(週五),1.2692,1.2736,1.2751,1.2669,1.2741,1.2716,,1.2741
2024-05-27,(週一),1.2741,1.2768,1.2778,1.2734,1.2768,1.2692,,1.2768
2024-05-28,(週二),1.2768,1.2756,1.2801,1.2750,1.2759,1.2741,,1.2759
2024-05-29,(週三),1.2759,1.2700,1.2772,1.2684,1.2700,1.2768,,1.2700
2024-05-30,(週四),1.2700,1.2725,1.2747,1.2681,1.2730,1.2759,,1.2730
2024-05-31,(週五),1.2730,1.2742,1.2766,1.2700,1.2743,1.2700,,1.2743
2024-06-03,(週一),1.2743,1.2802,1.2808,1.2694,1.2803,1.2730,,1.2803
2024-06-04,(週二),1.2803,1.2758,1.2818,1.2743,1.2764,1.2743,,1.2764
2024-06-05,(週三),1.2764,1.2784,1.2795,1.2755,1.2786,1.2803,,1.2786
2024-06-06,(週四),1.2786,1.2787,1.2809,1.2762,1.2789,1.2764,,1.2789
2024-06-07,(週五),1.2789,1.2722,1.2813,1.2716,1.2725,1.2786,,1.2725
2024-06-10,(週一),1.2725,1.2724,1.2737,1.2688,1.2719,1.2789,,1.2719
2024-06-11,(週二),1.2719,1.2730,1.2751,1.2706,1.2738,1.2725,,1.2738
2024-06-12,(週三),1.2738,1.2795,1.2860,1.2733,1.2798,1.2719,,1.2798
2024-06-13,(週四),1.2798,1.2740,1.2807,1.2706,1.2757,1.2738,,1.2757
2024-06-14,(週五),1.2757,1.2686,1.2766,1.2657,1.2687,1.2798,,1.2687
2024-06-17,(週一),1.2687,1.2702,1.2710,1.2659,1.2701,1.2757,,1.2701
2024-06-18,(週二),1.2701,1.2695,1.2721,1.2653,1.2707,1.2687,,1.2707
2024-06-19,(週三),1.2707,1.2712,1.2740,1.2695,1.2717,1.2701,,1.2717
2024-06-20,(週四),1.2717,1.2653,1.2723,1.2644,1.2658,1.2707,,1.2658
2024-06-21,(週五),1.2658,1.2640,1.2674,1.2622,1.2644,1.2717,,1.2644
2024-06-24,(週一),1.2644,1.2669,1.2698,1.2632,1.2683,1.2658,,1.2683
2024-06-25,(週二),1.2683,1.2674,1.2702,1.2660,1.2682,1.2644,,1.2682
2024-06-26,(週三),1.2682,1.2622,1.2693,1.2599,1.2622,1.2683,,1.2622
2024-06-27,(週四),1.2622,1.2638,1.2671,1.2613,1.2640,1.2682,,1.2640
2024-06-28,(週五),1.2640,1.2643,1.2663,1.2620,1.2650,1.2622,,1.2650
2024-07-01,(週一),1.2650,1.2635,1.2709,1.2622,1.2644,1.2640,,1.2644
2024-07-02,(週二),1.2644,1.2664,1.2688,1.2615,1.2681,1.2650,,1.2681
2024-07-03,(週三),1.2681,1.2730,1.2777,1.2664,1.2742,1.2644,,1.2742
2024-07-04,(週四),1.2742,1.2758,1.2767,1.2718,1.2758,1.2681,,1.2758
2024-07-05,(週五),1.2758,1.2814,1.2817,1.2754,1.2807,1.2742,,1.2807
2024-07-08,(週一),1.2807,1.2804,1.2846,1.2796,1.2805,1.2758,,1.2805
2024-07-09,(週二),1.2805,1.2781,1.2825,1.2762,1.2788,1.2807,,1.2788
2024-07-10,(週三),1.2788,1.2847,1.2848,1.2780,1.2848,1.2805,,1.2848
2024-07-11,(週四),1.2848,1.2902,1.2949,1.2846,1.2907,1.2788,,1.2907
2024-07-12,(週五),1.2907,1.2987,1.2991,1.2901,1.2968,1.2848,,1.2968
2024-07-15,(週一),1.2968,1.2966,1.2995,1.2952,1.2967,1.2907,,1.2967
2024-07-16,(週二),1.2967,1.2960,1.2980,1.2938,1.2968,1.2968,,1.2968
2024-07-17,(週三),1.2968,1.3005,1.3044,1.2966,1.3008,1.2967,,1.3008
2024-07-18,(週四),1.3008,1.2942,1.3013,1.2924,1.2942,1.2968,,1.2942
2024-07-19,(週五),1.2942,1.2910,1.2951,1.2900,1.2934,1.3008,,1.2934
2024-07-22,(週一),1.2934,1.2927,1.2942,1.2905,1.2932,1.2942,,1.2932
2024-07-23,(週二),1.2932,1.2901,1.2935,1.2888,1.2905,1.2934,,1.2905
2024-07-24,(週三),1.2905,1.2893,1.2937,1.2866,1.2902,1.2932,,1.2902
2024-07-25,(週四),1.2902,1.2852,1.2913,1.2826,1.2850,1.2905,,1.2850
2024-07-26,(週五),1.2850,1.2867,1.2878,1.2849,1.2868,1.2902,,1.2868
2024-07-29,(週一),1.2868,1.2854,1.2888,1.2807,1.2859,1.2850,,1.2859
2024-07-30,(週二),1.2859,1.2824,1.2866,1.2806,1.2830,1.2868,,1.2830
2024-07-31,(週三),1.2830,1.2847,1.2864,1.2819,1.2855,1.2859,,1.2855
2024-08-01,(週四),1.2855,1.2724,1.2863,1.2724,1.2738,1.2830,,1.2738
2024-08-02,(週五),1.2738,1.2804,1.2840,1.2707,1.2793,1.2855,,1.2793
2024-08-05,(週一),1.2793,1.2759,1.2817,1.2710,1.2774,1.2738,,1.2774
2024-08-06,(週二),1.2774,1.2680,1.2803,1.2653,1.2688,1.2793,,1.2688
2024-08-07,(週三),1.2688,1.2683,1.2736,1.2669,1.2689,1.2774,,1.2689
2024-08-08,(週四),1.2689,1.2723,1.2752,1.2665,1.2741,1.2688,,1.2741
2024-08-09,(週五),1.2741,1.2757,1.2774,1.2726,1.2751,1.2689,,1.2751
2024-08-12,(週一),1.2751,1.2758,1.2794,1.2738,1.2763,1.2741,,1.2763
2024-08-13,(週二),1.2763,1.2850,1.2873,1.2760,1.2857,1.2751,,1.2857
2024-08-14,(週三),1.2857,1.2820,1.2868,1.2793,1.2827,1.2763,,1.2827
2024-08-15,(週四),1.2827,1.2840,1.2872,1.2798,1.2850,1.2857,,1.2850
2024-08-16,(週五),1.2850,1.2944,1.2946,1.2847,1.2942,1.2827,,1.2942
2024-08-19,(週一),1.2942,1.2979,1.2997,1.2940,1.2989,1.2850,,1.2989
2024-08-20,(週二),1.2989,1.3034,1.3052,1.2974,1.3034,1.2942,,1.3034
2024-08-21,(週三),1.3034,1.3083,1.3119,1.3011,1.3089,1.2989,,1.3089
2024-08-22,(週四),1.3089,1.3082,1.3130,1.3063,1.3088,1.3034,,1.3088
2024-08-23,(週五),1.3088,1.3218,1.3230,1.3082,1.3211,1.3089,,1.3211
2024-08-26,(週一),1.3211,1.3184,1.3222,1.3173,1.3183,1.3088,,1.3183
2024-08-27,(週二),1.3183,1.3245,1.3266,1.3178,1.3260,1.3211,,1.3260
2024-08-28,(週三),1.3260,1.3185,1.3262,1.3167,1.3191,1.3183,,1.3191
2024-08-29,(週四),1.3191,1.3159,1.3227,1.3141,1.3164,1.3260,,1.3164
2024-08-30,(週五),1.3164,1.3129,1.3200,1.3109,1.3131,1.3191,,1.3131
2024-09-02,(週一),1.3131,1.3130,1.3155,1.3115,1.3143,1.3164,,1.3143
2024-09-03,(週二),1.3143,1.3112,1.3149,1.3087,1.3112,1.3131,,1.3112
2024-09-04,(週三),1.3112,1.3137,1.3175,1.3101,1.3145,1.3143,,1.3145
2024-09-05,(週四),1.3145,1.3176,1.3185,1.3133,1.3176,1.3112,,1.3176
2024-09-06,(週五),1.3176,1.3131,1.3239,1.3110,1.3134,1.3145,,1.3134
2024-09-09,(週一),1.3134,1.3071,1.3143,1.3034,1.3071,1.3176,,1.3071
2024-09-10,(週二),1.3071,1.3057,1.3108,1.3037,1.3076,1.3134,,1.3076
2024-09-11,(週三),1.3076,1.3038,1.3111,1.3002,1.3043,1.3071,,1.3043
2024-09-12,(週四),1.3043,1.3118,1.3127,1.3032,1.3121,1.3076,,1.3121
2024-09-13,(週五),1.3121,1.3123,1.3158,1.3111,1.3133,1.3043,,1.3133
2024-09-16,(週一),1.3133,1.3207,1.3218,1.3131,1.3214,1.3121,,1.3214
2024-09-17,(週二),1.3214,1.3140,1.3229,1.3115,1.3148,1.3133,,1.3148
2024-09-18,(週三),1.3148,1.3179,1.3298,1.3149,1.3202,1.3214,,1.3202
2024-09-19,(週四),1.3202,1.3276,1.3314,1.3153,1.3283,1.3148,,1.3283
2024-09-20,(週五),1.3283,1.3321,1.3340,1.3268,1.3318,1.3202,,1.3318
2024-09-23,(週一),1.3318,1.3333,1.3359,1.3248,1.3343,1.3283,,1.3343
2024-09-24,(週二),1.3343,1.3407,1.3415,1.3332,1.3410,1.3318,,1.3410
2024-09-25,(週三),1.3410,1.3310,1.3430,1.3289,1.3317,1.3343,,1.3317
2024-09-26,(週四),1.3317,1.3404,1.3434,1.3312,1.3399,1.3410,,1.3399
2024-09-27,(週五),1.3399,1.3372,1.3427,1.3360,1.3380,1.3317,,1.3380
2024-09-30,(週一),1.3380,1.3360,1.3423,1.3344,1.3371,1.3399,,1.3371
2024-10-01,(週二),1.3371,1.3280,1.3389,1.3237,1.3282,1.3380,,1.3282
2024-10-02,(週三),1.3282,1.3252,1.3305,1.3213,1.3262,1.3371,,1.3262
2024-10-03,(週四),1.3262,1.3107,1.3271,1.3079,1.3123,1.3282,,1.3123
2024-10-04,(週五),1.3123,1.3121,1.3175,1.3070,1.3117,1.3262,,1.3117
2024-10-07,(週一),1.3117,1.3068,1.3134,1.3048,1.3077,1.3123,,1.3077
2024-10-08,(週二),1.3077,1.3096,1.3113,1.3056,1.3097,1.3117,,1.3097
2024-10-09,(週三),1.3097,1.3064,1.3105,1.3045,1.3067,1.3077,,1.3067
2024-10-10,(週四),1.3067,1.3030,1.3094,1.3009,1.3046,1.3097,,1.3046
2024-10-11,(週五),1.3046,1.3065,1.3083,1.3041,1.3053,1.3067,,1.3053
2024-10-14,(週一),1.3053,1.3050,1.3072,1.3015,1.3056,1.3046,,1.3056
2024-10-15,(週二),1.3056,1.3067,1.3103,1.3035,1.3069,1.3053,,1.3069
2024-10-16,(週三),1.3069,1.2977,1.3077,1.2944,1.2984,1.3056,,1.2984
2024-10-17,(週四),1.2984,1.2996,1.3023,1.2969,1.3008,1.3069,,1.3008
2024-10-18,(週五),1.3008,1.3049,1.3071,1.3007,1.3052,1.2984,,1.3052
2024-10-21,(週一),1.3052,1.2979,1.3055,1.2963,1.2981,1.3008,,1.2981
2024-10-22,(週二),1.2981,1.2956,1.3015,1.2931,1.2979,1.3052,,1.2979
2024-10-23,(週三),1.2979,1.2916,1.2995,1.2887,1.2919,1.2981,,1.2919
2024-10-24,(週四),1.2919,1.2966,1.2988,1.2909,1.2967,1.2979,,1.2967
2024-10-25,(週五),1.2967,1.2960,1.2998,1.2952,1.2958,1.2919,,1.2958
2024-10-28,(週一),1.2958,1.2968,1.3002,1.2940,1.2969,1.2967,,1.2969
2024-10-29,(週二),1.2969,1.3012,1.3016,1.2958,1.3009,1.2958,,1.3009
2024-10-30,(週三),1.3009,1.2958,1.3043,1.2937,1.2961,1.2969,,1.2961
2024-10-31,(週四),1.2961,1.2898,1.2999,1.2844,1.2898,1.3009,,1.2898
2024-11-01,(週五),1.2898,1.2919,1.2980,1.2884,1.2963,1.2961,,1.2963
2024-11-04,(週一),1.2963,1.2955,1.2999,1.2908,1.2953,1.2898,,1.2953
2024-11-05,(週二),1.2953,1.3016,1.3042,1.2948,1.3027,1.2963,,1.3027
2024-11-06,(週三),1.3027,1.2864,1.3048,1.2834,1.2873,1.2953,,1.2873
2024-11-07,(週四),1.2873,1.2985,1.3009,1.2866,1.2984,1.3027,,1.2984
2024-11-08,(週五),1.2984,1.2919,1.2989,1.2883,1.2906,1.2873,,1.2906
2024-11-11,(週一),1.2906,1.2862,1.2926,1.2841,1.2866,1.2984,,1.2866
2024-11-12,(週二),1.2866,1.2747,1.2873,1.2695,1.2744,1.2906,,1.2744
2024-11-13,(週三),1.2744,1.2690,1.2769,1.2674,1.2700,1.2866,,1.2700
2024-11-14,(週四),1.2700,1.2660,1.2720,1.2630,1.2663,1.2744,,1.2663
2024-11-15,(週五),1.2663,1.2615,1.2697,1.2597,1.2610,1.2700,,1.2610
2024-11-18,(週一),1.2610,1.2661,1.2687,1.2605,1.2671,1.2663,,1.2671
2024-11-19,(週二),1.2671,1.2670,1.2689,1.2613,1.2677,1.2610,,1.2677
2024-11-20,(週三),1.2677,1.2644,1.2714,1.2626,1.2647,1.2671,,1.2647
2024-11-21,(週四),1.2647,1.2587,1.2660,1.2556,1.2589,1.2677,,1.2589
2024-11-22,(週五),1.2589,1.2532,1.2594,1.2487,1.2586,1.2647,,1.2586
2024-11-25,(週一),1.2586,1.2563,1.2613,1.2541,1.2566,1.2589,,1.2566
2024-11-26,(週二),1.2566,1.2567,1.2616,1.2507,1.2567,1.2586,,1.2567
2024-11-27,(週三),1.2567,1.2666,1.2695,1.2565,1.2674,1.2566,,1.2674
2024-11-28,(週四),1.2674,1.2674,1.2691,1.2645,1.2682,1.2567,,1.2682
2024-11-29,(週五),1.2682,1.2734,1.2750,1.2671,1.2725,1.2674,,1.2725
2024-12-02,(週一),1.2725,1.2641,1.2730,1.2615,1.2659,1.2682,,1.2659
2024-12-03,(週二),1.2659,1.2671,1.2700,1.2630,1.2669,1.2725,,1.2669
2024-12-04,(週三),1.2669,1.2699,1.2721,1.2630,1.2699,1.2659,,1.2699
2024-12-05,(週四),1.2699,1.2747,1.2771,1.2693,1.2753,1.2669,,1.2753
2024-12-06,(週五),1.2753,1.2742,1.2811,1.2721,1.2742,1.2699,,1.2742
2024-12-09,(週一),1.2742,1.2741,1.2799,1.2717,1.2744,1.2753,,1.2744
2024-12-10,(週二),1.2744,1.2765,1.2778,1.2721,1.2765,1.2742,,1.2765
2024-12-11,(週三),1.2765,1.2737,1.2782,1.2706,1.2748,1.2744,,1.2748
2024-12-12,(週四),1.2748,1.2667,1.2788,1.2666,1.2672,1.2765,,1.2672
2024-12-13,(週五),1.2672,1.2622,1.2679,1.2605,1.2611,1.2748,,1.2611
2024-12-16,(週一),1.2611,1.2671,1.2699,1.2611,1.2677,1.2672,,1.2677
2024-12-17,(週二),1.2677,1.2701,1.2729,1.2666,1.2712,1.2611,,1.2712
2024-12-18,(週三),1.2712,1.2563,1.2724,1.2541,1.2564,1.2677,,1.2564
2024-12-19,(週四),1.2564,1.2496,1.2667,1.2488,1.2504,1.2712,,1.2504
2024-12-20,(週五),1.2504,1.2568,1.2614,1.2475,1.2568,1.2564,,1.2568
2024-12-23,(週一),1.2568,1.2532,1.2588,1.2496,1.2534,1.2504,,1.2534
2024-12-24,(週二),1.2534,1.2527,1.2575,1.2519,1.2531,1.2568,,1.2531
2024-12-25,(週三),1.2531,1.2535,1.2556,1.2527,1.2544,1.2534,,1.2544
2024-12-26,(週四),1.2544,1.2515,1.2549,1.2487,1.2518,1.2531,,1.2518
2024-12-27,(週五),1.2518,1.2575,1.2593,1.2505,1.2574,1.2544,,1.2574
2024-12-30,(週一),1.2574,1.2545,1.2607,1.2506,1.2544,1.2518,,1.2544
2024-12-31,(週二),1.2544,1.2475,1.2569,1.2475,1.2544,1.2574,,1.2544
2025-01-01,(週三),1.2544,1.2504,1.2569,1.2482,1.2513,1.2544,,1.2513
2025-01-02,(週四),1.2513,1.2364,1.2541,1.2334,1.2376,1.2544,,1.2376
2025-01-03,(週五),1.2376,1.2422,1.2434,1.2305,1.2417,1.2513,,1.2417
2025-01-06,(週一),1.2417,1.2503,1.2551,1.2417,1.2512,1.2376,,1.2512
2025-01-07,(週二),1.2512,1.2477,1.2576,1.2465,1.2475,1.2417,,1.2475
2025-01-08,(週三),1.2475,1.2352,1.2494,1.2319,1.2359,1.2512,,1.2359
2025-01-09,(週四),1.2359,1.2300,1.2366,1.2238,1.2305,1.2475,,1.2305
2025-01-10,(週五),1.2305,1.2207,1.2322,1.2191,1.2207,1.2359,,1.2207
2025-01-13,(週一),1.2207,1.2194,1.2210,1.2099,1.2208,1.2305,,1.2208
2025-01-14,(週二),1.2208,1.2201,1.2250,1.2137,1.2207,1.2207,,1.2207
2025-01-15,(週三),1.2207,1.2216,1.2306,1.2147,1.2235,1.2208,,1.2235
2025-01-16,(週四),1.2235,1.2229,1.2260,1.2175,1.2237,1.2207,,1.2237
2025-01-17,(週五),1.2237,1.2167,1.2244,1.2153,1.2174,1.2235,,1.2174
2025-01-20,(週一),1.2174,1.2299,1.2345,1.2160,1.2324,1.2237,,1.2324
2025-01-21,(週二),1.2324,1.2329,1.2361,1.2229,1.2344,1.2174,,1.2344
2025-01-22,(週三),1.2344,1.2315,1.2376,1.2279,1.2315,1.2324,,1.2315
2025-01-23,(週四),1.2315,1.2346,1.2376,1.2293,1.2349,1.2344,,1.2349
2025-01-24,(週五),1.2349,1.2484,1.2502,1.2346,1.2470,1.2315,,1.2470
2025-01-27,(週一),1.2470,1.2490,1.2523,1.2426,1.2496,1.2349,,1.2496
2025-01-28,(週二),1.2496,1.2429,1.2499,1.2414,1.2437,1.2470,,1.2437
2025-01-29,(週三),1.2437,1.2413,1.2463,1.2393,1.2442,1.2496,,1.2442
2025-01-30,(週四),1.2442,1.2407,1.2477,1.2373,1.2414,1.2437,,1.2414
2025-01-31,(週五),1.2414,1.2390,1.2472,1.2378,1.2302,1.2442,,1.2302
2025-02-03,(週一),1.2302,1.2426,1.2455,1.2249,1.2435,1.2414,,1.2435
2025-02-04,(週二),1.2435,1.2477,1.2493,1.2379,1.2476,1.2302,,1.2476
2025-02-05,(週三),1.2476,1.2502,1.2550,1.2463,1.2504,1.2435,,1.2504
2025-02-06,(週四),1.2504,1.2425,1.2509,1.2360,1.2431,1.2476,,1.2431
2025-02-07,(週五),1.2431,1.2400,1.2492,1.2362,1.2377,1.2504,,1.2377
2025-02-10,(週一),1.2377,1.2363,1.2422,1.2352,1.2366,1.2431,,1.2366
2025-02-11,(週二),1.2366,1.2425,1.2455,1.2332,1.2441,1.2377,,1.2441
2025-02-12,(週三),1.2441,1.2425,1.2483,1.2375,1.2439,1.2366,,1.2439
2025-02-13,(週四),1.2439,1.2566,1.2568,1.2429,1.2557,1.2441,,1.2557
2025-02-14,(週五),1.2557,1.2585,1.2630,1.2529,1.2586,1.2439,,1.2586
2025-02-17,(週一),1.2586,1.2612,1.2635,1.2578,1.2619,1.2557,,1.2619
2025-02-18,(週二),1.2619,1.2611,1.2624,1.2573,1.2627,1.2586,,1.2627
2025-02-19,(週三),1.2627,1.2576,1.2640,1.2553,1.2581,1.2619,,1.2581
2025-02-20,(週四),1.2581,1.2657,1.2671,1.2579,1.2662,1.2627,,1.2662
2025-02-21,(週五),1.2662,1.2629,1.2678,1.2617,1.2638,1.2581,,1.2638
2025-02-24,(週一),1.2638,1.2634,1.2690,1.2590,1.2626,1.2662,,1.2626
2025-02-25,(週二),1.2626,1.2655,1.2678,1.2606,1.2663,1.2638,,1.2663
2025-02-26,(週三),1.2663,1.2672,1.2716,1.2634,1.2667,1.2626,,1.2667
2025-02-27,(週四),1.2667,1.2595,1.2689,1.2569,1.2599,1.2663,,1.2599
2025-02-28,(週五),1.2599,1.2579,1.2622,1.2547,1.2590,1.2667,,1.2590
2025-03-03,(週一),1.2590,1.2696,1.2725,1.2575,1.2697,1.2599,,1.2697
2025-03-04,(週二),1.2697,1.2785,1.2800,1.2678,1.2790,1.2590,,1.2790
2025-03-05,(週三),1.2790,1.2887,1.2907,1.2768,1.2890,1.2697,,1.2890
2025-03-06,(週四),1.2890,1.2870,1.2924,1.2847,1.2875,1.2790,,1.2875
2025-03-07,(週五),1.2875,1.2923,1.2945,1.2870,1.2931,1.2890,,1.2931
2025-03-10,(週一),1.2931,1.2868,1.2946,1.2860,1.2874,1.2875,,1.2874
2025-03-11,(週二),1.2874,1.2941,1.2966,1.2869,1.2949,1.2931,,1.2949
2025-03-12,(週三),1.2949,1.2953,1.2989,1.2913,1.2960,1.2874,,1.2960
2025-03-13,(週四),1.2960,1.2943,1.2973,1.2921,1.2949,1.2949,,1.2949
2025-03-14,(週五),1.2949,1.2937,1.2959,1.2895,1.2930,1.2960,,1.2930
2025-03-17,(週一),1.2930,1.2989,1.2999,1.2927,1.2990,1.2949,,1.2990
2025-03-18,(週二),1.2990,1.2999,1.3010,1.2951,1.2998,1.2930,,1.2998
2025-03-19,(週三),1.2998,1.2982,1.3011,1.2952,1.2996,1.2990,,1.2996
2025-03-20,(週四),1.2996,1.2965,1.3015,1.2936,1.2968,1.2998,,1.2968
2025-03-21,(週五),1.2968,1.2914,1.2970,1.2888,1.2914,1.2996,,1.2914
2025-03-24,(週一),1.2914,1.2921,1.2974,1.2895,1.2921,1.2968,,1.2921
2025-03-25,(週二),1.2921,1.2939,1.2967,1.2902,1.2940,1.2914,,1.2940
2025-03-26,(週三),1.2940,1.2882,1.2949,1.2873,1.2888,1.2921,,1.2888
2025-03-27,(週四),1.2888,1.2941,1.2992,1.2871,1.2943,1.2940,,1.2943
2025-03-28,(週五),1.2943,1.2943,1.2968,1.2922,1.2932,1.2888,,1.2932
2025-03-31,(週一),1.2932,1.2910,1.2973,1.2886,1.2914,1.2943,,1.2914
2025-04-01,(週二),1.2914,1.2915,1.2940,1.2879,1.2922,1.2932,,1.2922
2025-04-02,(週三),1.2922,1.2971,1.3025,1.2900,1.2983,1.2914,,1.2983
2025-04-03,(週四),1.2983,1.3090,1.3208,1.2968,1.3092,1.2922,,1.3092
2025-04-04,(週五),1.3092,1.2883,1.3114,1.2852,1.2878,1.2983,,1.2878
2025-04-07,(週一),1.2878,1.2717,1.2934,1.2677,1.2718,1.3092,,1.2718
2025-04-08,(週二),1.2718,1.2751,1.2815,1.2716,1.2751,1.2878,,1.2751
2025-04-09,(週三),1.2751,1.2774,1.2864,1.2743,1.2803,1.2718,,1.2803
2025-04-10,(週四),1.2803,1.2957,1.2996,1.2780,1.2962,1.2751,,1.2962
2025-04-11,(週五),1.2962,1.3071,1.3145,1.2957,1.3080,1.2803,,1.3080
2025-04-14,(週一),1.3080,1.3172,1.3201,1.3073,1.3180,1.2962,,1.3180
2025-04-15,(週二),1.3180,1.3206,1.3252,1.3164,1.3225,1.3080,,1.3225
2025-04-16,(週三),1.3225,1.3216,1.3292,1.3206,1.3227,1.3180,,1.3227
2025-04-17,(週四),1.3227,1.3262,1.3273,1.3203,1.3262,1.3225,,1.3262
2025-04-18,(週五),1.3262,1.3292,1.3299,1.3237,1.3304,1.3227,,1.3304
2025-04-21,(週一),1.3304,1.3368,1.3422,1.3301,1.3373,1.3262,,1.3373
2025-04-22,(週二),1.3373,1.3327,1.3424,1.3301,1.3329,1.3304,,1.3329
2025-04-23,(週三),1.3329,1.3249,1.3339,1.3215,1.3248,1.3373,,1.3248
2025-04-24,(週四),1.3248,1.3321,1.3349,1.3244,1.3339,1.3329,,1.3339
2025-04-25,(週五),1.3339,1.3314,1.3341,1.3274,1.3299,1.3248,,1.3299
2025-04-28,(週一),1.3299,1.3429,1.3444,1.3280,1.3439,1.3339,,1.3439
2025-04-29,(週二),1.3439,1.3393,1.3443,1.3365,1.3400,1.3299,,1.3400
2025-04-30,(週三),1.3400,1.3324,1.3414,1.3305,1.3327,1.3439,,1.3327
2025-05-01,(週四),1.3327,1.3260,1.3345,1.3257,1.3264,1.3400,,1.3264
2025-05-02,(週五),1.3264,1.3268,1.3331,1.3245,1.3264,1.3327,,1.3264
2025-05-05,(週一),1.3264,1.3285,1.3336,1.3256,1.3288,1.3264,,1.3288
2025-05-06,(週二),1.3288,1.3353,1.3402,1.3260,1.3360,1.3264,,1.3360
2025-05-07,(週三),1.3360,1.3282,1.3377,1.3274,1.3286,1.3288,,1.3286
2025-05-08,(週四),1.3286,1.3242,1.3356,1.3227,1.3244,1.3360,,1.3244
2025-05-09,(週五),1.3244,1.3297,1.3323,1.3212,1.3285,1.3286,,1.3285
2025-05-12,(週一),1.3285,1.3162,1.3299,1.3127,1.3173,1.3244,,1.3173
2025-05-13,(週二),1.3173,1.3303,1.3316,1.3160,1.3303,1.3285,,1.3303
2025-05-14,(週三),1.3303,1.3251,1.3360,1.3225,1.3252,1.3173,,1.3252
2025-05-15,(週四),1.3252,1.3290,1.3320,1.3247,1.3302,1.3303,,1.3303
2025-05-16,(週五),1.3302,1.3283,1.3332,1.3250,1.3301,1.3252,,1.3301
2025-05-19,(週一),1.3301,1.3344,1.3404,1.3290,1.3357,1.3302,,1.3357
2025-05-20,(週二),1.3357,1.3366,1.3395,1.3335,1.3390,1.3301,,1.3390
2025-05-21,(週三),1.3390,1.3408,1.3469,1.3369,1.3415,1.3357,,1.3415
2025-05-22,(週四),1.3415,1.3406,1.3441,1.3380,1.3416,1.3390,,1.3416
2025-05-23,(週五),1.3416,1.3535,1.3539,1.3407,1.3535,1.3415,,1.3535
2025-05-26,(週一),1.3535,1.3550,1.3593,1.3512,1.3557,1.3416,,1.3557
2025-05-27,(週二),1.3557,1.3502,1.3587,1.3488,1.3507,1.3535,,1.3507
2025-05-28,(週三),1.3507,1.3460,1.3522,1.3439,1.3463,1.3557,,1.3463
